wave,flux,sig
4523.782812510171,42551.78515625,2524.85107421875
4525.321789216947,43622.7109375,2553.552734375
4526.861306696911,45537.56640625,2596.477783203125
4528.400401182216,46776.15234375,2600.08984375
4529.9393810992815,45714.7265625,2612.4482421875
4531.4790772068545,48709.703125,2653.478759765625
4533.017693318633,45942.95703125,2616.272216796875
4534.556801595642,45428.7734375,2588.072265625
4536.096086873622,46969.26953125,2624.4404296875
4537.635584139101,46926.16796875,2607.005859375
4539.174739298279,44448.6015625,2565.839111328125
4540.71420732528,41099.8203125,2491.07568359375
4542.253688643329,45465.29296875,2574.74755859375
4543.792826953883,41716.19921875,2503.0068359375
4545.332587821351,46806.859375,2613.15087890625
4546.872343491262,42835.52734375,2527.02197265625
4548.411599880564,43531.796875,2547.322998046875
4549.951402785112,43543.64453125,2522.082763671875
4551.490562065745,44211.19140625,2538.8154296875
4553.030328001037,45598.69921875,2556.165771484375
4554.56997666114,44883.84765625,2558.615234375
4556.108994208992,43045.27734375,2497.046142578125
4557.648975834619,45434.7109375,2549.433349609375
4559.188231792491,45459.45703125,2558.802978515625
4560.728269584651,45339.78515625,2531.169677734375
4562.267706525493,49323.828125,2630.078369140625
4563.807870400085,41609.8828125,2457.787109375
4565.347499099861,45541.91015625,2525.6552734375
4566.886591437411,45199.89453125,2518.335693359375
4568.427439698135,45591.83984375,2518.630126953125
4569.966588475955,42144.61328125,2434.4892578125
4571.506250962715,39448.8515625,2372.294921875
4573.046054659699,44294.828125,2494.305908203125
4574.5863916396165,36511.37109375,2312.788330078125
4576.126212368776,40890.44140625,2404.787109375
4577.665904738907,43825.484375,2479.935302734375
4579.205979966891,43188.0859375,2459.48388671875
4580.7460027546795,38173.71484375,2333.5654296875
4582.285934246395,41158.94140625,2407.697509765625
4583.82586640009,41547.7265625,2414.742919921875
4585.365860437151,42824.796875,2412.030029296875
4586.905774079043,47783.10546875,2544.61279296875
4588.446307929713,45321.8125,2507.039306640625
4589.986079444959,44385.734375,2480.77197265625
4591.526562781557,44135.16796875,2452.027099609375
4593.066512727025,44670.07421875,2472.240966796875
4594.606787365791,40937.0546875,2358.444580078125
4596.14706946831,41449.609375,2393.857666015625
4597.686933779813,43647.53515625,2421.36474609375
4599.227085214579,41043.9765625,2359.41943359375
4600.767665911038,42482.85546875,2389.26513671875
4602.307845041534,43554.0234375,2438.294677734375
